Snow ratio,Log likelihood,Error std,Residual
0.6191,-1029689.934,3.0351,0.8004
0.6191,-1029689.934,3.0351,3.2216
0.6191,-1029689.934,3.0351,0.8577
0.6191,-1029689.934,3.0351,1.7099
0.6191,-1029689.934,3.0351,1.3045
0.6191,-1029689.934,3.0351,0.8072
0.6191,-1029689.934,3.0351,2.724
0.6191,-1029689.934,3.0351,0.7762
0.6191,-1029689.934,3.0351,1.5424
0.6191,-1029689.934,3.0351,1.9009
0.6191,-1029689.934,3.0351,1.8931
0.6191,-1029689.934,3.0351,2.7106
0.6191,-1029689.934,3.0351,1.4345
0.6191,-1029689.934,3.0351,2.9774
0.6191,-1029689.934,3.0351,2.7487
0.6191,-1029689.934,3.0351,1.846
0.6191,-1029689.934,3.0351,1.417
0.6191,-1029689.934,3.0351,2.4351
0.6191,-1029689.934,3.0351,1.2338
0.6191,-1029689.934,3.0351,0.9715
0.6191,-1029689.934,3.0351,1.6442
0.6191,-1029689.934,3.0351,1.9581
0.6191,-1029689.934,3.0351,2.9907
0.6191,-1029689.934,3.0351,0.8999
0.6191,-1029689.934,3.0351,0.7915
0.6191,-1029689.934,3.0351,0.3727
0.6191,-1029689.934,3.0351,1.6293
0.6191,-1029689.934,3.0351,1.0559
0.6191,-1029689.934,3.0351,1.0394
0.6191,-1029689.934,3.0351,2.8332
0.6191,-1029689.934,3.0351,0.6023
0.6191,-1029689.934,3.0351,2.0557
0.6191,-1029689.934,3.0351,2.4114
0.6191,-1029689.934,3.0351,2.5519
0.6191,-1029689.934,3.0351,3.249
0.6191,-1029689.934,3.0351,1.0754
0.6191,-1029689.934,3.0351,2.0259
0.6191,-1029689.934,3.0351,2.1903
0.6191,-1029689.934,3.0351,0.9203
0.6191,-1029689.934,3.0351,1.1592
0.6191,-1029689.934,3.0351,2.5786
0.6191,-1029689.934,3.0351,1.5378
0.6191,-1029689.934,3.0351,2.6008
0.6191,-1029689.934,3.0351,1.0185
0.6191,-1029689.934,3.0351,2.4114
0.6191,-1029689.934,3.0351,2.6232
0.6191,-1029689.934,3.0351,0.726
0.6191,-1029689.934,3.0351,2.2965
0.6191,-1029689.934,3.0351,1.1799
0.6191,-1029689.934,3.0351,3.1428
0.6191,-1029689.934,3.0351,1.3916
0.6191,-1029689.934,3.0351,3.0398
0.6191,-1029689.934,3.0351,3.181
0.6191,-1029689.934,3.0351,2.6153
0.6191,-1029689.934,3.0351,2.0883
0.6191,-1029689.934,3.0351,2.5365
0.6191,-1029689.934,3.0351,2.7454
0.6191,-1029689.934,3.0351,2.1911
0.6191,-1029689.934,3.0351,1.8652
0.6191,-1029689.934,3.0351,2.7893
0.6191,-1029689.934,3.0351,0.6627
0.6191,-1029689.934,3.0351,0.3458
0.6191,-1029689.934,3.0351,0.5202
0.6191,-1029689.934,3.0351,2.4376
0.6191,-1029689.934,3.0351,2.4713
0.6191,-1029689.934,3.0351,2.8567
0.6191,-1029689.934,3.0351,0.9283
0.6191,-1029689.934,3.0351,1.0278
0.6191,-1029689.934,3.0351,3.0687
0.6191,-1029689.934,3.0351,2.1805
0.6191,-1029689.934,3.0351,2.0748
0.6191,-1029689.934,3.0351,1.9803
0.6191,-1029689.934,3.0351,1.9572
0.6191,-1029689.934,3.0351,3.0145
0.6191,-1029689.934,3.0351,0.7423
0.6191,-1029689.934,3.0351,1.3893
0.6191,-1029689.934,3.0351,2.9233
0.6191,-1029689.934,3.0351,2.2786
0.6191,-1029689.934,3.0351,1.6463
0.6191,-1029689.934,3.0351,3.1203
0.6191,-1029689.934,3.0351,1.7642
0.6191,-1029689.934,3.0351,1.9529
0.6191,-1029689.934,3.0351,0.8816
0.6191,-1029689.934,3.0351,1.6171
0.6191,-1029689.934,3.0351,0.9034
0.6191,-1029689.934,3.0351,0.7596
0.6191,-1029689.934,3.0351,1.9865
0.6191,-1029689.934,3.0351,2.996
0.6191,-1029689.934,3.0351,2.8535
0.6191,-1029689.934,3.0351,3.2746
0.6191,-1029689.934,3.0351,0.7559
0.6191,-1029689.934,3.0351,0.726
0.6191,-1029689.934,3.0351,0.5712
0.6191,-1029689.934,3.0351,0.7601
0.6191,-1029689.934,3.0351,0.7441
0.6191,-1029689.934,3.0351,0.3151
0.6191,-1029689.934,3.0351,1.3256
0.6191,-1029689.934,3.0351,1.6276
0.6191,-1029689.934,3.0351,0.3248
0.6191,-1029689.934,3.0351,1.0321
0.6191,-1029689.934,3.0351,2.4226
0.6193,-1029690.5818,3.0351,1.7753
0.6193,-1029690.5818,3.0351,1.55
0.6193,-1029690.5818,3.0351,1.9888
0.6193,-1029690.5818,3.0351,1.3866
0.6193,-1029690.5818,3.0351,3.084
0.6193,-1029690.5818,3.0351,2.8251
0.6193,-1029690.5818,3.0351,2.8834
0.6193,-1029690.5818,3.0351,1.6613
0.6193,-1029690.5818,3.0351,1.6674
0.6193,-1029690.5818,3.0351,2.827
0.6193,-1029690.5818,3.0351,0.8698
0.6193,-1029690.5818,3.0351,2.0838
0.6193,-1029690.5818,3.0351,3.2326
0.6193,-1029690.5818,3.0351,0.8497
0.6193,-1029690.5818,3.0351,2.0789
0.6193,-1029690.5818,3.0351,1.7696
0.6193,-1029690.5818,3.0351,2.9746
0.6193,-1029690.5818,3.0351,2.8346
0.6193,-1029690.5818,3.0351,3.1206
0.6193,-1029690.5818,3.0351,0.7703
0.6193,-1029690.5818,3.0351,0.6577
0.6193,-1029690.5818,3.0351,2.905
0.6193,-1029690.5818,3.0351,2.6178
0.6193,-1029690.5818,3.0351,1.9245
0.6193,-1029690.5818,3.0351,2.1088
0.6193,-1029690.5818,3.0351,1.1174
0.6193,-1029690.5818,3.0351,0.9848
0.6193,-1029690.5818,3.0351,1.5931
0.6193,-1029690.5818,3.0351,1.5079
0.6193,-1029690.5818,3.0351,0.2887
0.6193,-1029690.5818,3.0351,0.81
0.6193,-1029690.5818,3.0351,2.8299
0.6193,-1029690.5818,3.0351,2.5246
0.6193,-1029690.5818,3.0351,1.5827
0.6193,-1029690.5818,3.0351,3.0122
0.6193,-1029690.5818,3.0351,2.695
0.6193,-1029690.5818,3.0351,2.453
0.6193,-1029690.5818,3.0351,0.5967
0.6193,-1029690.5818,3.0351,2.03
0.6193,-1029690.5818,3.0351,0.9827
0.6193,-1029690.5818,3.0351,0.5524
0.6193,-1029690.5818,3.0351,1.8803
0.6193,-1029690.5818,3.0351,3.2082
0.6193,-1029690.5818,3.0351,2.0793
0.6193,-1029690.5818,3.0351,1.9109
0.6193,-1029690.5818,3.0351,1.3559
0.6193,-1029690.5818,3.0351,0.9567
0.6193,-1029690.5818,3.0351,2.3811
0.6193,-1029690.5818,3.0351,3.0188
0.6193,-1029690.5818,3.0351,0.576
0.6193,-1029690.5818,3.0351,1.1501
0.6193,-1029690.5818,3.0351,2.2476
0.6193,-1029690.5818,3.0351,1.2671
0.6193,-1029690.5818,3.0351,1.8637
0.6193,-1029690.5818,3.0351,0.9859
0.6193,-1029690.5818,3.0351,0.7401
0.6193,-1029690.5818,3.0351,2.7596
0.6193,-1029690.5818,3.0351,3.0121
0.6193,-1029690.5818,3.0351,2.1631
0.6193,-1029690.5818,3.0351,2.2457
0.6193,-1029690.5818,3.0351,2.818
0.6193,-1029690.5818,3.0351,3.1927
0.6193,-1029690.5818,3.0351,2.322
0.6193,-1029690.5818,3.0351,1.381
0.6193,-1029690.5818,3.0351,1.3463
0.6193,-1029690.5818,3.0351,1.1821
0.6193,-1029690.5818,3.0351,1.0112
0.6193,-1029690.5818,3.0351,1.7523
0.6193,-1029690.5818,3.0351,1.4448
0.6193,-1029690.5818,3.0351,3.0586
0.6193,-1029690.5818,3.0351,1.7343
0.6193,-1029690.5818,3.0351,2.9942
0.6193,-1029690.5818,3.0351,1.5706
0.6193,-1029690.5818,3.0351,2.735
0.6193,-1029690.5818,3.0351,0.9063
0.6193,-1029690.5818,3.0351,3.1347
0.6193,-1029690.5818,3.0351,1.6874
0.6193,-1029690.5818,3.0351,3.045
0.6193,-1029690.5818,3.0351,2.942
0.6193,-1029690.5818,3.0351,0.9265
0.6193,-1029690.5818,3.0351,2.3563
0.6193,-1029690.5818,3.0351,0.975
0.6193,-1029690.5818,3.0351,2.8763
0.6193,-1029690.5818,3.0351,3.2497
0.6193,-1029690.5818,3.0351,2.2685
0.6189,-1029690.3477,3.0351,1.7985
0.6189,-1029690.3477,3.0351,2.2535
0.6189,-1029690.3477,3.0351,2.832
0.6189,-1029690.3477,3.0351,1.9621
0.6189,-1029690.3477,3.0351,0.5487
0.6189,-1029690.3477,3.0351,0.3839
0.6189,-1029690.3477,3.0351,1.1104
0.6189,-1029690.3477,3.0351,1.5434
0.6189,-1029690.3477,3.0351,1.5489
0.6189,-1029690.3477,3.0351,3.3001
0.6189,-1029690.3477,3.0351,0.9164
0.6189,-1029690.3477,3.0351,1.1291
0.6189,-1029690.3477,3.0351,1.1326
0.6189,-1029690.3477,3.0351,2.1428
0.6189,-1029690.3477,3.0351,3.0101
0.6189,-1029690.3477,3.0351,1.0617
0.6189,-1029690.3477,3.0351,0.4971
0.6189,-1029690.3477,3.0351,3.1065
0.6189,-1029690.3477,3.0351,2.9434
0.6189,-1029690.3477,3.0351,2.6949
0.6189,-1029690.3477,3.0351,1.8048
0.6189,-1029690.3477,3.0351,2.8292
0.6189,-1029690.3477,3.0351,0.7794
0.6189,-1029690.3477,3.0351,0.3454
0.6189,-1029690.3477,3.0351,1.5974
0.6189,-1029690.3477,3.0351,3.015
0.6189,-1029690.3477,3.0351,1.0295
0.6189,-1029690.3477,3.0351,2.3592
0.6189,-1029690.3477,3.0351,1.6935
0.6189,-1029690.3477,3.0351,2.7527
0.6189,-1029690.3477,3.0351,1.546
0.6189,-1029690.3477,3.0351,3.144
0.6189,-1029690.3477,3.0351,2.8178
0.6189,-1029690.3477,3.0351,2.2042
0.6189,-1029690.3477,3.0351,0.9237
0.6189,-1029690.3477,3.0351,2.7807
0.6189,-1029690.3477,3.0351,1.5219
0.6189,-1029690.3477,3.0351,2.8835
0.6189,-1029690.3477,3.0351,2.0484
0.6189,-1029690.3477,3.0351,1.3395
0.6189,-1029690.3477,3.0351,2.5439
0.6189,-1029690.3477,3.0351,0.8706
0.6189,-1029690.3477,3.0351,2.4726
0.6189,-1029690.3477,3.0351,0.7699
0.6189,-1029690.3477,3.0351,1.5109
0.6189,-1029690.3477,3.0351,2.2723
0.6189,-1029690.3477,3.0351,2.1695
0.6189,-1029690.3477,3.0351,1.1696
0.6189,-1029690.3477,3.0351,2.7778
0.6189,-1029690.3477,3.0351,1.1165
0.6189,-1029690.3477,3.0351,0.9033
0.6189,-1029690.3477,3.0351,2.8775
0.6189,-1029690.3477,3.0351,2.5378
0.6189,-1029690.3477,3.0351,1.5866
0.6189,-1029690.3477,3.0351,0.5276
0.6189,-1029690.3477,3.0351,2.9565
0.6189,-1029690.3477,3.0351,2.4676
0.6189,-1029690.3477,3.0351,1.9272
0.6189,-1029690.3477,3.0351,3.295
0.6189,-1029690.3477,3.0351,0.2862
0.6189,-1029690.3477,3.0351,3.2265
0.6189,-1029690.3477,3.0351,1.4641
0.6189,-1029690.3477,3.0351,2.0721
0.6189,-1029690.3477,3.0351,1.0241
0.6189,-1029690.3477,3.0351,0.9253
0.6189,-1029690.3477,3.0351,2.1018
0.6189,-1029690.3477,3.0351,1.7206
0.6189,-1029690.3477,3.0351,2.0795
0.6189,-1029690.3477,3.0351,0.7532
0.6189,-1029690.3477,3.0351,1.5404
0.6189,-1029690.3477,3.0351,1.6551
0.6193,-1029690.5846,3.0351,1.7753
0.6193,-1029690.5846,3.0351,1.6395
0.6193,-1029690.5846,3.0351,0.8994
0.6193,-1029690.5846,3.0351,2.0319
0.6193,-1029690.5846,3.0351,0.4968
0.6193,-1029690.5846,3.0351,3.2625
0.6193,-1029690.5846,3.0351,2.8874
0.6193,-1029690.5846,3.0351,2.4996
0.6193,-1029690.5846,3.0351,1.6084
0.6193,-1029690.5846,3.0351,1.2979
0.6193,-1029690.5846,3.0351,2.2106
0.6193,-1029690.5846,3.0351,1.8557
0.6192,-1029690.3729,3.0351,1.7775
0.6192,-1029690.3729,3.0351,1.1936
0.6192,-1029690.3729,3.0351,2.5987
0.6192,-1029690.3729,3.0351,1.6475
0.6192,-1029690.3729,3.0351,0.8618
0.6192,-1029690.3729,3.0351,2.9507
0.6192,-1029690.3729,3.0351,0.9596
0.6192,-1029690.3729,3.0351,3.0433
0.6192,-1029690.3729,3.0351,0.7257
0.6192,-1029690.3729,3.0351,0.5224
0.6192,-1029690.3729,3.0351,2.9118
0.6192,-1029690.3729,3.0351,0.9126
0.6192,-1029690.3729,3.0351,1.2897
0.6192,-1029690.3729,3.0351,0.8787
0.6192,-1029690.3729,3.0351,1.6849
0.6192,-1029690.3729,3.0351,2.8798
0.6192,-1029690.3729,3.0351,1.2798
0.6192,-1029690.3729,3.0351,0.9963
0.6192,-1029690.3729,3.0351,1.1875
0.6192,-1029690.3729,3.0351,0.9629
0.6192,-1029690.3729,3.0351,0.4805
0.6192,-1029690.3729,3.0351,1.4707
0.6192,-1029690.3729,3.0351,2.4067
0.6192,-1029690.3729,3.0351,3.0016
0.6192,-1029690.3729,3.0351,3.1141
0.6192,-1029690.3729,3.0351,1.0955
0.6192,-1029690.3729,3.0351,1.1754
0.6192,-1029690.3729,3.0351,2.4251
0.6192,-1029690.3729,3.0351,3.0959
0.6192,-1029690.3729,3.0351,2.4786
0.6192,-1029690.3729,3.0351,1.8752
0.6192,-1029690.3729,3.0351,2.6748
0.6192,-1029690.3729,3.0351,1.3115
0.6192,-1029690.3729,3.0351,2.3872
0.6192,-1029690.3729,3.0351,1.7129
0.6192,-1029690.3729,3.0351,0.9852
0.6192,-1029690.3729,3.0351,2.2956
0.6192,-1029690.3729,3.0351,1.209
0.6192,-1029690.3729,3.0351,2.9603
0.6192,-1029690.3729,3.0351,3.2044
0.6192,-1029690.3729,3.0351,3.2786
0.6192,-1029690.3729,3.0351,0.6563
0.6192,-1029690.3729,3.0351,2.4428
0.6192,-1029690.3729,3.0351,0.8484
0.6192,-1029690.3729,3.0351,0.6327
0.6192,-1029690.3729,3.0351,2.6294
0.6192,-1029690.3729,3.0351,3.0981
0.6192,-1029690.3729,3.0351,0.6841
0.6192,-1029690.3729,3.0351,3.0942
0.6192,-1029690.3729,3.0351,2.6723
0.6192,-1029690.3729,3.0351,1.977
0.6192,-1029690.3729,3.0351,0.7794
0.6192,-1029690.3729,3.0351,0.8223
0.6192,-1029690.3729,3.0351,1.2796
0.6192,-1029690.3729,3.0351,0.6361
0.6192,-1029690.3729,3.0351,0.3518
0.6192,-1029690.3729,3.0351,0.4623
0.6192,-1029690.3729,3.0351,0.7613
0.6192,-1029690.3729,3.0351,0.375
0.6192,-1029690.3729,3.0351,2.4964
0.6192,-1029690.3729,3.0351,2.8547
0.6192,-1029690.3729,3.0351,3.0422
0.6192,-1029690.3729,3.0351,0.4174
0.6192,-1029690.3729,3.0351,3.2854
0.6192,-1029690.3729,3.0351,0.4768
0.6192,-1029690.3729,3.0351,0.8208
0.6192,-1029690.3729,3.0351,3.052
0.6192,-1029690.3729,3.0351,0.6636
0.6192,-1029690.3729,3.0351,1.4939
0.6192,-1029690.3729,3.0351,2.7082
0.619,-1029689.9255,3.0351,1.7884
0.619,-1029689.9255,3.0351,1.3211
0.619,-1029689.9255,3.0351,1.1566
0.619,-1029689.9255,3.0351,1.953
0.619,-1029689.9255,3.0351,1.979
0.619,-1029689.9255,3.0351,0.41
0.619,-1029689.9255,3.0351,3.0748
0.619,-1029689.9255,3.0351,0.7677
0.619,-1029689.9255,3.0351,0.8062
0.619,-1029689.9255,3.0351,1.5772
0.619,-1029689.9255,3.0351,1.5451
0.619,-1029689.9255,3.0351,1.9243
0.619,-1029689.9255,3.0351,2.3186
0.619,-1029689.9255,3.0351,0.5176
0.619,-1029689.9255,3.0351,2.8037
0.619,-1029689.9255,3.0351,3.0177
0.619,-1029689.9255,3.0351,1.385
0.619,-1029689.9255,3.0351,2.8182
0.619,-1029689.9255,3.0351,2.1296
0.619,-1029689.9255,3.0351,2.6111
0.619,-1029689.9255,3.0351,1.5586
0.619,-1029689.9255,3.0351,3.1795
0.619,-1029689.9255,3.0351,2.8597
0.619,-1029689.9255,3.0351,2.9849
0.619,-1029689.9255,3.0351,1.6969
0.619,-1029689.9255,3.0351,0.6676
0.619,-1029689.9255,3.0351,3.0099
0.619,-1029689.9255,3.0351,0.4284
0.619,-1029689.9255,3.0351,2.3633
0.619,-1029689.9255,3.0351,0.8903
0.619,-1029689.9255,3.0351,1.655
0.619,-1029689.9255,3.0351,2.8853
0.619,-1029689.9255,3.0351,2.8362
0.619,-1029689.9255,3.0351,2.1872
0.619,-1029689.9255,3.0351,2.5732
0.619,-1029689.9255,3.0351,2.1924
0.619,-1029689.9255,3.0351,0.4211
0.619,-1029689.9255,3.0351,2.1773
0.619,-1029689.9255,3.0351,1.993
0.619,-1029689.9255,3.0351,1.1838
0.619,-1029689.9255,3.0351,2.0806
0.619,-1029689.9255,3.0351,1.3359
0.619,-1029689.9255,3.0351,1.1643
0.619,-1029689.9255,3.0351,2.0227
0.619,-1029689.9255,3.0351,1.5808
0.619,-1029689.9255,3.0351,0.3391
0.619,-1029689.9255,3.0351,2.4502
0.619,-1029689.9255,3.0351,0.9463
0.619,-1029689.9255,3.0351,1.2775
0.619,-1029689.9255,3.0351,0.7543
0.619,-1029689.9255,3.0351,0.4809
